"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"4153",114,0,"posted 5 days ago",550,"Opel Vectra B",2001,"manual A/C","Euro 3",5,116,"red",222000,1798,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4154",144,0,"posted 4 weeks ago",111,"Rover 620",2003,"no A/C","Euro 1",5,90,"green",222000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4155",207,1,"posted 4 weeks ago",111,"Volkswagen Golf 3",1995,"no A/C","Euro 1",5,90,"white",222000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4156",45,0,"posted 2 days ago",1500,"Peugeot 406",1998,"manual A/C","Euro 4",4,82,"blue",222000,1800,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4157",393,2,"posted 3 weeks ago",100,"Moskwitch Aleko 2141",1991,"no A/C","Euro 1",5,75,"blue",222000,1500,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4158",34,0,"posted 4 days ago",6000,"Audi A6",2004,"automatic A/C","Euro 4",5,140,"black",222000,1968,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4159",419,1,"updated 3 weeks ago",3500,"Ford C-Max",2007,"automatic A/C","",5,114,"blue",222000,1800,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4160",59,0,"posted 4 weeks ago",9500,"Volkswagen Tiguan",2010,"automatic A/C","Euro 4",5,140,"black",222000,1986,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4161",275,0,"posted a week ago",450,"Renault Laguna",2002,"manual A/C","Euro 3",5,109,"green",222222,1898,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4162",147,0,"posted a week ago",111,"Opel Astra G",2000,"manual A/C","Euro 3",5,75,"black",222222,1598,"front","2/3 doors","diesel","coupe","manual, 5 speeds"
"4163",27,0,"posted today",1500,"Smart Fortwo",2002,"manual A/C","Euro 3",2,41,"blue",222222,NA,"back","2/3 doors","gas","coupe","automatic"
"4164",117,1,"posted 2 days ago",1000,"Volkswagen Golf 2",1989,"no A/C","",5,88,"red",222222,1300,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"4165",152,0,"posted 2 weeks ago",1200,"Fiat Punto",2002,"no A/C","Euro 3",5,75,"red",222222,1300,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4166",206,0,"posted 5 days ago",550,"Renault Clio",2003,"automatic A/C","Euro 3",5,73,"black",222222,1900,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4167",56,0,"posted 2 days ago",1000,"Fiat Punto",2005,"no A/C","",5,60,"white",222222,1200,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"4168",63,2,"yesterday",400,"Fiat Uno",2003,"no A/C","",5,46,"white",222222,1100,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4169",112,3,"posted 3 days ago",1900,"Fiat Grande Punto",2005,"automatic A/C","Euro 4",5,131,"red",222222,1910,"front","2/3 doors","diesel","hatchback","manual, 6 speeds"
"4170",103,2,"yesterday",350,"Fiat Stilo",2002,"automatic A/C","Euro 3",5,116,"gray",222222,1900,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4171",107,3,"posted 2 days ago",800,"Renault Megane",2002,"manual A/C","Euro 3",5,105,"teget",222222,1586,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4172",313,9,"posted 2 weeks ago",2000,"Audi A3",2004,"automatic A/C","",5,101,"blue",222222,1600,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4173",48,1,"posted 2 days ago",1050,"Citroen Xsara",2002,"manual A/C","",5,90,"gray",222222,1968,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4174",1217,28,"updated a week ago",500,"Chevrolet Kalos",2005,"no A/C","Euro 3",5,83,"red",222222,1399,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4175",5808,42,"updated 4 weeks ago",1000,"Audi A6",2003,"automatic A/C","Euro 1",5,181,"gray",222222,2488,"front","4/5 doors","diesel","limousine","automatic"
"4176",137,0,"posted 4 days ago",299,"Ford Mondeo",2003,"manual A/C","",5,145,"gray",222222,2000,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4177",230,5,"posted a week ago",1500,"Alfa Romeo 159",2007,"automatic A/C","Euro 4",5,139,"gray",222222,1800,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4178",354,2,"posted 3 weeks ago",1550,"Volkswagen Golf 5",2005,"automatic A/C","Euro 3",5,116,"gray",222222,1598,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4179",83,1,"yesterday",500,"Volkswagen Sharan",1999,"manual A/C","Euro 3",7,90,"white",222222,1900,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4180",81,0,"posted a week ago",2850,"Volkswagen Sharan",2003,"automatic A/C","Euro 3",7,131,"gray",222222,1896,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4181",934,6,"updated a week ago",2100,"Volkswagen Touareg",2005,"automatic A/C","Euro 4",5,330,"teget",222222,NA,"4x4","4/5 doors","diesel","suv","automatic"
"4182",123,3,"posted 3 weeks ago",5300,"Volkswagen Golf 6",2008,"manual A/C","Euro 4",5,110,"gray",222240,1968,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4183",280,1,"posted 3 days ago",699,"Volkswagen Passat B5.5",2005,"automatic A/C","Euro 4",5,150,"gray",222266,2459,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4184",206,1,"posted a week ago",1450,"Peugeot 206",2005,"automatic A/C","Euro 3",5,68,"gray",222312,1398,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4185",190,1,"posted 3 days ago",350,"Volkswagen Passat B5.5",2003,"no A/C","",5,136,"blue",222333,2000,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"4186",80,1,"posted 4 days ago",2500,"Jaguar X-Type",2005,"automatic A/C","Euro 4",5,177,"black",222333,2000,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"4187",24,2,"yesterday",2450,"Audi A2",2001,"manual A/C","Euro 3",5,75,"teget",222390,1390,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4188",32,0,"posted a week ago",8150,"Audi A4",2008,"automatic A/C","Euro 4",5,143,"black",222430,1968,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4189",21,1,"posted today",1600,"Fiat Stilo",2005,"manual A/C","",5,116,"blue",222435,1910,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4190",357,15,"posted 3 weeks ago",950,"Lada 1600",1979,"no A/C","Euro 1",5,86,"teget",222444,1600,"back","4/5 doors","petrol + gas","limousine","manual, 4 speeds"
"4191",42,0,"yesterday",3200,"Audi A3",2004,"automatic A/C","Euro 4",5,160,"black",222466,2000,"front","2/3 doors","diesel","hatchback","manual, 6 speeds"
"4192",26,0,"posted 2 days ago",6950,"Mercedes C 200",2007,"automatic A/C","Euro 4",5,136,"silver",222477,2148,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
"4193",204,2,"updated a week ago",1650,"Fiat Punto",2003,"manual A/C","Euro 3",5,60,"yellow",222484,1200,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4194",2108,14,"updated a week ago",8800,"Mercedes SLK 200",2004,"automatic A/C","Euro 4",2,163,"black",222500,1800,"back","2/3 doors","petrol","cabriolet","manual, 6 speeds"
"4195",112,3,"posted 3 weeks ago",11000,"BMW 320 GT",2014,"automatic A/C","Euro 5",5,143,"teget",222500,1992,"back","4/5 doors","diesel","hatchback","automatic"
"4196",90,2,"posted 3 weeks ago",6999,"Mercedes C 200",2007,"automatic A/C","Euro 4",5,136,"gray",222500,2148,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
"4197",35,0,"posted 3 days ago",6150,"Ford Mondeo",2012,"automatic A/C","Euro 5",5,116,"white",222555,1600,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4198",62,0,"posted 3 weeks ago",1750,"Renault Clio",2004,"no A/C","Euro 3",5,87,"yellow",222568,1500,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4199",302,1,"updated 3 days ago",4550,"Skoda Fabia",2010,"automatic A/C","Euro 4",5,86,"black",222600,1399,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4200",67,1,"posted 3 weeks ago",5000,"Citroen C5",2009,"manual A/C","Euro 4",5,140,"gray",222650,2000,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4201",273,2,"posted a week ago",1399,"BMW 320",2000,"manual A/C","Euro 3",5,136,"teget",222675,1951,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"4202",307,3,"posted 2 weeks ago",400,"Mitsubishi Carisma",1998,"automatic A/C","Euro 2",4,125,"gray",222700,1800,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4203",568,8,"updated 5 days ago",11990,"Volkswagen T5",2010,"manual A/C","Euro 5",5,179,"black",222900,1968,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"4204",83,0,"updated 3 days ago",4000,"Opel Astra H",2007,"manual A/C","Euro 4",4,150,"silver",223000,1910,"front","2/3 doors","diesel","cabriolet","manual, 6 speeds"
"4205",74,2,"posted 3 weeks ago",4800,"Volkswagen Passat B6",2008,"automatic A/C","Euro 4",5,140,"golden",223000,1968,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4206",109,2,"posted a week ago",3500,"BMW 320",2006,"automatic A/C","Euro 5",5,122,"black",223000,1925,"back","4/5 doors","diesel","caravan","manual, 6 speeds"
"4207",1128,8,"updated 2 weeks ago",7150,"Skoda Octavia",2015,"automatic A/C","Euro 5",5,105,"white",223000,1600,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4208",156,2,"posted a week ago",2650,"Skoda Octavia",2006,"manual A/C","Euro 4",5,105,"green",223000,1895,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4209",168,3,"posted a week ago",1350,"Fiat Punto",2004,"no A/C","",5,69,"black",223000,1280,"front","2/3 doors","diesel","coupe","manual, 5 speeds"
"4210",37,1,"posted 3 days ago",1550,"Ford Focus",2001,"manual A/C","Euro 3",5,90,"blue",223000,1800,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4211",86,4,"posted a week ago",6800,"Volkswagen Golf 6",2011,"automatic A/C","Euro 5",5,90,"black",223000,1600,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4212",45,0,"posted a week ago",3800,"Fiat Panda",2005,"manual A/C","Euro 3",4,88,"yellow",223000,1200,"front","4/5 doors","petrol","hatchback","automatic"
"4213",1519,18,"updated a week ago",1300,"Citroen C3",2005,"no A/C","Euro 3",5,69,"bordeaux",223000,1091,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4214",134,2,"posted a week ago",2000,"Citroen C3",2006,"automatic A/C","Euro 4",5,68,"white",223000,1386,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4215",27,0,"posted 5 days ago",4650,"Peugeot 207",2011,"manual A/C","Euro 4",5,68,"gray",223000,1400,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4216",57,0,"posted 5 days ago",9150,"Volkswagen Golf 7",2013,"automatic A/C","Euro 5",5,140,"white",223000,1398,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"4217",3810,18,"updated 5 days ago",1999,"Rover 75",2005,"manual A/C","",5,131,"black",223000,2000,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4218",56,0,"posted 6 days ago",4250,"Opel Astra H",2009,"automatic A/C","Euro 5",5,116,"gray",223000,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4219",111,1,"posted 3 weeks ago",2600,"Peugeot 207",2006,"manual A/C","",5,109,"gray",223000,1560,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4220",64,0,"posted today",800,"Volkswagen Golf 2",1989,"no A/C","Euro 2",5,69,"gray",223000,1595,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4221",156,2,"posted 2 weeks ago",2800,"BMW 320",1998,"automatic A/C","Euro 3",5,150,"blue",223000,1991,"back","4/5 doors","petrol","limousine","manual, 5 speeds"
"4222",57,1,"posted a week ago",12650,"Volkswagen Golf 7",2013,"automatic A/C","Euro 5",5,140,"white",223000,1400,"front","4/5 doors","petrol","limousine","automatic"
"4223",353,5,"updated a week ago",950,"Daewoo Nubira",1998,"manual A/C","Euro 3",5,105,"black",223000,1598,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4224",51,0,"posted a week ago",3700,"Volkswagen Golf Plus",2005,"automatic A/C","Euro 4",5,90,"gray",223000,1900,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4225",417,6,"updated a week ago",3500,"Renault Grand Espace",2007,"automatic A/C","",7,173,"gray",223000,2000,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4226",70,0,"posted a week ago",5300,"Volkswagen Caddy",2010,"no A/C","Euro 4",2,75,"white",223000,1968,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"4227",718,6,"updated 5 days ago",8050,"Volkswagen Tiguan",2010,"automatic A/C","Euro 4",5,150,"black",223000,1400,"4x4","4/5 doors","petrol","suv","manual, 6 speeds"
"4228",24,0,"yesterday",1299,"Opel Corsa C",2002,"manual A/C","Euro 3",5,65,"white",223133,1688,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4229",770,9,"updated a week ago",3700,"Toyota Celica",2001,"manual A/C","Euro 3",4,192,"blue",223300,1796,"front","2/3 doors","petrol","coupe","manual, 6 speeds"
"4230",1277,4,"updated a week ago",14700,"Audi A6",2012,"automatic A/C","Euro 5",5,177,"white",223350,1990,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4231",172,2,"posted 3 weeks ago",3750,"Volkswagen Passat B6",2005,"automatic A/C","Euro 4",5,140,"blue",223426,1984,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4232",80,0,"posted 5 days ago",2850,"Opel Corsa D",2008,"automatic A/C","Euro 4",5,75,"black",223453,1248,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4233",230,2,"posted 3 weeks ago",100,"Skoda Fabia",2004,"no A/C","Euro 2",5,60,"gray",223456,1400,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"4234",189,0,"posted 2 weeks ago",2400,"Volkswagen Sharan",2004,"automatic A/C","Euro 4",7,116,"white",223521,1896,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4235",330,5,"updated 6 days ago",22000,"Jaguar XF",2017,"automatic A/C","Euro 6",5,179,"white",223522,1999,"back","4/5 doors","diesel","limousine","semi-automatic"
"4236",127,3,"posted a week ago",3850,"Fiat Doblo",2008,"manual A/C","Euro 4",5,84,"blue",223624,1248,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4237",34,1,"posted 4 days ago",5000,"Volkswagen Golf 5",2006,"automatic A/C","Euro 4",5,90,"black",223632,1899,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4238",31,1,"posted 4 days ago",5450,"Volkswagen Passat B6",2007,"automatic A/C","",5,140,"silver",223659,1968,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4239",28,0,"posted 5 days ago",2399,"Ford Fiesta",2003,"manual A/C","Euro 4",5,68,"gray",223751,1399,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4240",100,1,"posted 2 weeks ago",4700,"Renault Grand Scenic",2011,"automatic A/C","Euro 4",7,131,"gray",223800,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4241",922,4,"updated 2 days ago",10950,"Mercedes GLK 220",2010,"automatic A/C","Euro 4",5,170,"gray",223980,2200,"4x4","4/5 doors","diesel","suv","automatic"
"4242",46,1,"posted 2 weeks ago",5500,"Opel Insignia",2011,"automatic A/C","Euro 5",5,160,"silver",224000,1998,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4243",58,0,"posted 3 weeks ago",2300,"Fiat Croma",2006,"manual A/C","Euro 5",5,150,"teget",224000,1900,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4244",24,0,"yesterday",3200,"Alfa Romeo 159",2008,"manual A/C","Euro 4",5,120,"black",224000,1900,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4245",740,3,"updated 2 weeks ago",4000,"Fiat Grande Punto",2011,"manual A/C","Euro 5",5,84,"gray",224000,1248,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4246",63,1,"posted 2 weeks ago",1800,"Renault Megane",2003,"automatic A/C","",5,82,"gray",224000,1461,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4247",92,5,"posted 6 days ago",999,"Renault Twingo",2001,"manual A/C","Euro 3",4,60,"blue",224000,1149,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4248",336,4,"updated 2 weeks ago",1999,"Volkswagen Golf 2",1988,"no A/C","",5,54,"white",224000,1300,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"4249",272,3,"posted a week ago",800,"Fiat Stilo",2006,"manual A/C","Euro 4",5,202,"teget",224000,1900,"front","2/3 doors","diesel","hatchback","manual, 6 speeds"
"4250",36,0,"posted 2 weeks ago",2100,"Renault Scenic",2005,"manual A/C","Euro 4",5,131,"teget",224000,1997,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4251",166,0,"updated 2 weeks ago",6700,"Opel Astra J",2015,"manual A/C","Euro 5",5,110,"white",224000,1598,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4252",28,0,"yesterday",3600,"Volkswagen Golf 5",2005,"manual A/C","Euro 4",5,105,"gray",224000,1896,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4253",1161,4,"updated a week ago",4400,"Volkswagen Golf 5",2008,"automatic A/C","Euro 5",5,90,"black",224000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4254",123,1,"updated 2 days ago",3000,"Opel Vectra C",2005,"automatic A/C","Euro 4",5,120,"gray",224000,1890,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4255",177,6,"posted 2 weeks ago",1200,"Citroen C5",2001,"no A/C","",5,116,"red",224000,1800,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4256",171,2,"updated 3 weeks ago",1550,"Opel Vectra B",2001,"manual A/C","Euro 3",5,101,"red",224000,2000,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4257",94,1,"posted 3 weeks ago",7250,"Volkswagen Touran",2011,"automatic A/C","Euro 5",5,105,"blue",224000,1599,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"4258",0,0,"posted today",3250,"Volkswagen Caddy",2007,"manual A/C","",2,105,"gray",224000,1896,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"4259",13779,27,"updated a week ago",1999,"Mercedes ML 500",2007,"automatic A/C","Euro 4",5,306,"black",224000,NA,"4x4","4/5 doors","petrol","suv","automatic"
"4260",83,1,"posted a week ago",7000,"Mercedes ML 270",2003,"automatic A/C","Euro 4",5,200,"black",224000,2700,"4x4","4/5 doors","diesel","suv","automatic"
"4261",66,0,"posted 5 days ago",10200,"Ford Kuga",2011,"automatic A/C","Euro 5",5,163,"white",224000,2000,"4x4","4/5 doors","diesel","suv","automatic"
"4262",240,1,"updated 4 weeks ago",5800,"Nissan Qashqai",2008,"automatic A/C","Euro 4",4,141,"black",224000,1994,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"4263",170,1,"posted 2 weeks ago",5200,"Jeep Patriot",2008,"automatic A/C","",5,135,"black",224000,2398,"4x4","4/5 doors","petrol","suv","manual, 5 speeds"
"4264",52,0,"posted 4 days ago",4000,"Suzuki SX4",2006,"manual A/C","Euro 4",5,120,"gray",224000,1910,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4265",160,1,"posted 3 weeks ago",1450,"Citroen Xsara Picasso",2003,"automatic A/C","Euro 3",5,90,"gray",224075,1999,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4266",52,0,"posted a week ago",17300,"Volvo V60",2019,"automatic A/C","Euro 6",5,150,"black",224181,1987,"front","4/5 doors","diesel","caravan","automatic"
"4267",135,2,"posted a week ago",650,"Skoda Felicia",1998,"no A/C","Euro 3",5,75,"red",224357,NA,"front","4/5 doors","petrol + gas","caravan","manual, 5 speeds"
"4268",695,12,"updated a week ago",5850,"Volkswagen Passat CC",2009,"manual A/C","Euro 4",4,160,"black",224400,1800,"front","4/5 doors","petrol","coupe","manual, 6 speeds"
"4269",212,1,"updated 3 weeks ago",3300,"Mercedes A 150",2006,"manual A/C","",5,95,"gray",224455,1498,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4270",272,6,"posted 2 weeks ago",890,"Renault Clio",2001,"manual A/C","",4,98,"blue",224500,1390,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4271",574,6,"updated a week ago",12500,"Nissan Patrol",1998,"no A/C","Euro 2",5,170,"white",224500,2800,"4x4","2/3 doors","diesel","suv","manual, 5 speeds"
"4272",224,3,"posted 3 weeks ago",1500,"Peugeot 307",2003,"automatic A/C","Euro 3",7,101,"green",224543,2000,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4273",109,0,"posted a week ago",5000,"Opel Insignia",2011,"automatic A/C","Euro 5",5,131,"black",224578,1998,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4274",12,0,"posted 3 days ago",7350,"Ford Kuga",2008,"automatic A/C","Euro 4",5,136,"white",224630,1997,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4275",47,1,"posted 2 weeks ago",15400,"BMW 316",2016,"automatic A/C","Euro 6",5,116,"blue",224685,1998,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
"4276",37,1,"posted 5 days ago",5500,"Audi A3",2006,"automatic A/C","Euro 4",5,105,"gray",224748,1900,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4277",86,1,"posted 2 weeks ago",13000,"Skoda Superb",2016,"automatic A/C","Euro 6",5,190,"gray",224772,1968,"4x4","4/5 doors","diesel","limousine","automatic"
"4278",54,1,"posted 4 days ago",1850,"Peugeot 206",2005,"manual A/C","Euro 3",5,110,"blue",224789,1596,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4279",98,1,"updated 6 days ago",7900,"Renault Kangoo",2017,"manual A/C","Euro 6",2,75,"white",224800,1461,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"4280",740,3,"updated a week ago",3400,"Volkswagen Golf Plus",2004,"manual A/C","Euro 4",5,150,"red",224869,1984,"front","4/5 doors","petrol","minivan (MPV)","manual, 6 speeds"
"4281",695,7,"updated a week ago",3350,"Volkswagen Touran",2007,"automatic A/C","",7,170,"gray",224900,1390,"front","4/5 doors","petrol","minivan (MPV)","automatic"
"4282",135,1,"posted a week ago",3000,"Peugeot 206",2003,"manual A/C","Euro 3",4,139,"blue",225000,1996,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"4283",69,0,"posted 4 days ago",8700,"BMW 520",2011,"automatic A/C","Euro 5",5,184,"silver",225000,1998,"back","4/5 doors","diesel","caravan","automatic"
"4284",62,1,"posted a week ago",4500,"BMW 320",2006,"automatic A/C","Euro 5",6,162,"gray",225000,1998,"back","4/5 doors","diesel","caravan","automatic"
"4285",31,0,"posted 3 days ago",8950,"Volkswagen Passat B7",2012,"automatic A/C","Euro 5",5,160,"brown",225000,1798,"front","4/5 doors","petrol","caravan","automatic"
"4286",77,2,"posted 2 weeks ago",16500,"Skoda Octavia",2020,"automatic A/C","Euro 6",5,150,"gray",225000,1968,"front","4/5 doors","diesel","caravan","automatic"
"4287",173,1,"updated a week ago",7650,"Audi A4",2009,"automatic A/C","Euro 5",5,143,"silver",225000,1968,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4288",53,1,"posted 2 weeks ago",4600,"Volkswagen Passat B6",2007,"no A/C","",5,140,"black",225000,2000,"4x4","4/5 doors","diesel","caravan","manual, 6 speeds"
"4289",109,3,"posted 2 weeks ago",2399,"Audi A4",2003,"automatic A/C","Euro 3",5,131,"gray",225000,1896,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4290",61,0,"posted a week ago",6500,"Opel Insignia",2012,"automatic A/C","Euro 5",5,131,"black",225000,1996,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4291",1237,17,"updated 3 weeks ago",2000,"Mini One",2003,"manual A/C","Euro 4",4,75,"gray",225000,1400,"front","2/3 doors","diesel","coupe","manual, 6 speeds"
"4292",55,2,"posted 3 weeks ago",3200,"Renault Clio",2007,"manual A/C","Euro 4",5,98,"cream",225000,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4293",267,5,"updated yesterday",2300,"Suzuki Swift",2006,"manual A/C","Euro 4",5,91,"black",225000,1300,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4294",5,0,"posted a week ago",6000,"Renault Megane",2013,"manual A/C","Euro 5",5,90,"white",225000,1461,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4295",219,2,"posted 5 days ago",2500,"Volkswagen Golf 5",2005,"manual A/C","Euro 4",5,75,"gray",225000,1398,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4296",59,0,"yesterday",2250,"Fiat Punto",2013,"no A/C","Euro 4",2,65,"blue",225000,1200,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"4297",55,0,"posted a week ago",2700,"Nissan Micra",2007,"manual A/C","Euro 4",5,65,"gray",225000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4298",1526,10,"updated 3 days ago",4200,"Audi A3",2007,"automatic A/C","Euro 4",5,170,"gray",225000,1968,"front","4/5 doors","diesel","hatchback","automatic"
"4299",252,1,"updated 2 days ago",3200,"BMW 118",2009,"automatic A/C","Euro 5",5,150,"silver",225000,1200,"back","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4300",57,2,"posted 2 days ago",3350,"BMW 118",2009,"automatic A/C","Euro 5",5,143,"gray",225000,1995,"back","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4301",124,2,"posted a week ago",1550,"Chrysler PT Cruiser",2004,"manual A/C","Euro 3",5,122,"gray",225000,2199,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4302",56,0,"yesterday",3200,"Kia ProCee'd",2010,"manual A/C","Euro 4",5,116,"white",225000,1586,"front","2/3 doors","diesel","hatchback","manual, 6 speeds"
"4303",315,7,"posted 2 weeks ago",999,"Opel Astra G",2002,"manual A/C","",5,75,"blue",225000,1686,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4304",219,5,"posted 2 weeks ago",3650,"Skoda Octavia",2007,"manual A/C","Euro 5",5,75,"brown",225000,1400,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4305",85,0,"posted 6 days ago",2250,"Fiat Punto",2010,"manual A/C","Euro 4",5,69,"gray",225000,1300,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4306",145,3,"updated today",3350,"Toyota Aygo",2009,"manual A/C","Euro 4",5,68,"gray",225000,NA,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4307",204,4,"posted a week ago",1500,"Volkswagen Lupo",2001,"no A/C","Euro 3",4,60,"black",225000,1716,"front","2/3 doors","diesel","limousine","manual, 5 speeds"
"4308",38,0,"posted a week ago",35000,"Audi A8",2015,"automatic A/C","Euro 6",5,435,"black",225000,3993,"4x4","4/5 doors","petrol","limousine","automatic"
