"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"1579",99,1,"yesterday",600,"Peugeot 206",2003,"automatic A/C","Euro 3",5,95,"gray",165706,1380,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"1580",80,3,"posted 2 weeks ago",2450,"Ford Fiesta",2006,"no A/C","",5,75,"blue",165800,1300,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1581",372,1,"updated 3 weeks ago",17000,"Mercedes C 220",2017,"manual A/C","Euro 6",5,170,"white",165809,2198,"back","4/5 doors","diesel","caravan","manual, 6 speeds"
"1582",58,1,"updated 6 days ago",9500,"Renault Kangoo",2018,"manual A/C","Euro 6",2,75,"white",165900,1461,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"1583",250,2,"posted 2 weeks ago",3950,"Skoda Octavia",2009,"automatic A/C","Euro 4",5,160,"gray",166000,1800,"4x4","4/5 doors","petrol","caravan","manual, 6 speeds"
"1584",1441,12,"updated a week ago",3500,"BMW 318",2002,"manual A/C","Euro 4",5,143,"blue",166000,1998,"back","4/5 doors","petrol","caravan","semi-automatic"
"1585",28,0,"posted a week ago",4999,"Smart Fortwo",2011,"manual A/C","Euro 5",2,84,"black",166000,NA,"back","2/3 doors","petrol","coupe","automatic"
"1586",2,0,"posted today",6999,"Smart Fortwo",2015,"automatic A/C","Euro 6",2,71,"black",166000,NA,"back","2/3 doors","petrol","coupe","manual, 5 speeds"
"1587",140,4,"posted 2 weeks ago",3999,"Ford Fiesta",2010,"manual A/C","Euro 4",5,90,"red",166000,1560,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1588",176,3,"updated yesterday",3700,"Peugeot 207",2012,"manual A/C","Euro 4",5,110,"black",166000,1597,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1589",174,0,"updated 2 weeks ago",11600,"Toyota Yaris",2017,"automatic A/C","Euro 6",5,101,"gray",166000,1500,"front","4/5 doors","hybrid","hatchback","automatic"
"1590",56,0,"posted 5 days ago",3050,"Fiat Grande Punto",2009,"manual A/C","Euro 4",5,95,"gray",166000,1368,"front","2/3 doors","petrol","limousine","manual, 6 speeds"
"1591",252,8,"posted a week ago",900,"Fiat Seicento",2002,"no A/C","",5,52,"gray",166000,NA,"front","2/3 doors","petrol","limousine","manual, 5 speeds"
"1592",2380,13,"updated 4 days ago",5000,"Alfa Romeo 164",1988,"manual A/C","Euro 2",5,204,"green",166000,1998,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1593",98,0,"posted 3 weeks ago",8800,"Jeep Compass",2012,"manual A/C","Euro 5",5,163,"gray",166000,2143,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1594",148,1,"posted a week ago",3200,"Fiat Grande Punto",2009,"manual A/C","Euro 4",5,77,"black",166041,1368,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1595",283,1,"updated 3 weeks ago",11500,"Audi Q5",2012,"automatic A/C","Euro 5",5,170,"golden",166300,1968,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1596",123,2,"posted 2 weeks ago",4588,"Peugeot 5008",2010,"manual A/C","Euro 4",7,109,"silver",166345,1589,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"1597",50,0,"posted a week ago",3999,"Peugeot 207",2011,"manual A/C","Euro 5",5,95,"blue",166500,1390,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1598",88,1,"posted a week ago",4800,"Peugeot 3008",2009,"automatic A/C","Euro 5",5,150,"gray",166500,1598,"front","4/5 doors","petrol","minivan (MPV)","manual, 6 speeds"
"1599",35,1,"posted 6 days ago",4300,"Mercedes B 170",2005,"automatic A/C","Euro 4",5,116,"gray",166534,1697,"front","4/5 doors","methane","hatchback","manual, 5 speeds"
"1600",79,5,"posted a week ago",750,"Fiat Tempra",1993,"no A/C","Euro 1",5,110,"white",166650,1995,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1601",236,5,"posted 2 weeks ago",170,"Lada 1300",1991,"no A/C","Euro 1",5,75,"red",166666,1300,"back","4/5 doors","petrol","limousine","manual, 4 speeds"
"1602",140,0,"updated 6 days ago",7990,"Fiat Panda",2020,"manual A/C","Euro 6",2,84,"white",166700,NA,"front","4/5 doors","methane","hatchback","manual, 5 speeds"
"1603",229,2,"updated a week ago",3500,"Opel Corsa D",2009,"manual A/C","Euro 4",5,80,"teget",166700,1229,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1604",402,15,"posted a week ago",650,"Citroen C3",2004,"manual A/C","Euro 4",5,75,"orange",167000,NA,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"1605",336,3,"updated a week ago",6500,"Mercedes SLK 200",2004,"manual A/C","Euro 3",2,170,"black",167000,1998,"back","2/3 doors","petrol","cabriolet","automatic"
"1606",18,0,"posted today",3250,"Opel Astra H",2008,"automatic A/C","Euro 4",5,116,"golden",167000,1598,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1607",55,0,"posted 2 weeks ago",5800,"Seat Ibiza",2012,"automatic A/C","Euro 5",5,105,"black",167000,NA,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1608",66,1,"posted a week ago",4390,"Fiat EVO",2012,"manual A/C","Euro 6",5,86,"black",167000,NA,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1609",347,10,"updated a week ago",2790,"Ford Fiesta",2007,"manual A/C","Euro 4",5,80,"black",167000,1388,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1610",27,0,"posted a week ago",4250,"Opel Corsa D",2008,"manual A/C","Euro 4",5,75,"gray",167000,1248,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1611",343,5,"updated 3 weeks ago",2250,"Peugeot 206",2005,"manual A/C","Euro 4",5,75,"gray",167000,1360,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1612",253,4,"posted 3 days ago",3800,"Peugeot 207",2010,"manual A/C","Euro 5",5,73,"black",167000,1400,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1613",269,6,"posted 3 weeks ago",1100,"Fiat Punto",2002,"manual A/C","Euro 3",5,60,"gray",167000,1200,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1614",58,1,"posted 3 days ago",1000,"Opel Corsa B",1997,"no A/C","Euro 2",5,45,"gray",167000,1195,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1615",207,3,"updated a week ago",11500,"Nissan Qashqai",2014,"automatic A/C","Euro 5",5,132,"brown",167000,1600,"front","4/5 doors","diesel","hatchback","automatic"
"1616",82,1,"posted 2 weeks ago",6800,"Audi A1",2010,"automatic A/C","Euro 5",4,105,"gray",167000,1600,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1617",109,1,"posted 3 weeks ago",1299,"Fiat Punto",2000,"no A/C","Euro 4",5,60,"turquoise",167000,1200,"front","2/3 doors","petrol","limousine","manual, 5 speeds"
"1618",99,1,"updated 3 weeks ago",19400,"BMW 418",2018,"automatic A/C","Euro 6",5,150,"black",167000,1995,"back","4/5 doors","diesel","limousine","automatic"
"1619",59,1,"posted a week ago",16300,"Volvo XC60",2014,"automatic A/C","Euro 5",5,165,"white",167000,2400,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1620",84,0,"posted a week ago",15150,"Toyota RAV4",2014,"automatic A/C","Euro 6",5,124,"gray",167000,1998,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"1621",89,3,"posted a week ago",3600,"Land Rover Freelander",2002,"manual A/C","Euro 3",5,117,"gray",167091,1796,"4x4","4/5 doors","petrol","suv","manual, 5 speeds"
"1622",70,2,"posted 2 weeks ago",8490,"Peugeot 308",2016,"manual A/C","Euro 6",5,99,"black",167163,1560,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1623",93,1,"posted 4 days ago",11900,"Audi A3",2016,"automatic A/C","Euro 6",5,110,"black",167200,1598,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1624",658,4,"updated a week ago",5699,"Opel Zafira",2013,"automatic A/C","Euro 5",5,110,"gray",167421,1956,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"1625",319,3,"updated 2 weeks ago",6700,"Volkswagen Passat B7",2012,"automatic A/C","Euro 5",5,121,"black",167500,1400,"front","4/5 doors","petrol","caravan","automatic"
"1626",674,4,"updated a week ago",6299,"Volkswagen Polo",2013,"manual A/C","Euro 5",5,60,"white",167552,1198,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1627",146,0,"posted a week ago",6500,"Volkswagen Touran",2010,"automatic A/C","Euro 5",7,140,"gray",167600,1390,"front","4/5 doors","petrol","minivan (MPV)","manual, 6 speeds"
"1628",59,0,"updated 6 days ago",10990,"Fiat Doblo",2015,"manual A/C","Euro 6",5,90,"red",167900,1248,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"1629",58,1,"posted 2 weeks ago",3900,"Peugeot 207",2010,"automatic A/C","Euro 4",5,95,"gray",168000,NA,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1630",17,0,"posted today",6000,"Seat Ibiza",2009,"automatic A/C","Euro 5",5,178,"gray",168000,1400,"front","2/3 doors","petrol","coupe","automatic"
"1631",50,1,"posted 2 days ago",10990,"Alfa Romeo Brera",2009,"automatic A/C","Euro 5",4,170,"black",168000,1989,"front","2/3 doors","diesel","coupe","manual, 6 speeds"
"1632",140,0,"posted a week ago",5650,"Volkswagen Polo",2014,"manual A/C","",5,60,"black",168000,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1633",1785,9,"updated yesterday",18500,"Subaru Impreza",2008,"automatic A/C","Euro 4",5,300,"gray",168000,2500,"4x4","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1634",171,1,"posted 2 days ago",560,"Ford Focus",2003,"no A/C","Euro 4",5,90,"purple",168000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"1635",118,1,"posted 3 weeks ago",3100,"Daihatsu Materia",2007,"automatic A/C","Euro 3",5,82,"white",168000,1498,"4x4","4/5 doors","petrol","limousine","manual, 5 speeds"
"1636",90,2,"posted a week ago",13500,"Volkswagen Passat B8",2015,"automatic A/C","Euro 6",5,150,"gray",168000,2000,"front","4/5 doors","diesel","limousine","automatic"
"1637",92,0,"posted a week ago",27500,"BMW X4",2018,"automatic A/C","Euro 6",5,163,"gray",168000,1995,"4x4","4/5 doors","diesel","suv","automatic"
"1638",39,0,"posted a week ago",2750,"Mitsubishi Colt",2006,"manual A/C","Euro 4",5,95,"black",168010,1332,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1639",177,2,"posted 2 weeks ago",1099,"Renault Clio",2003,"manual A/C","Euro 3",5,65,"white",168088,1500,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1640",241,1,"posted 2 weeks ago",7299,"Volkswagen Golf 7",2014,"automatic A/C","Euro 5",5,105,"black",168100,1197,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1641",301,6,"updated 5 days ago",750,"Renault R5",1991,"no A/C","Euro 1",5,46,"green",168226,1108,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1642",96,0,"posted a week ago",7000,"Renault Clio",2017,"automatic A/C","",5,55,"white",168300,1461,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1643",52,0,"posted 4 weeks ago",5399,"Renault Megane",2011,"manual A/C","Euro 5",5,90,"white",168515,1461,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1644",210,3,"updated 3 weeks ago",6999,"Volkswagen Golf 6",2012,"automatic A/C","Euro 5",4,105,"white",168566,NA,"front","2/3 doors","petrol","cabriolet","manual, 6 speeds"
"1645",128,1,"updated 6 days ago",9990,"Renault Kangoo",2018,"manual A/C","Euro 6",5,90,"white",168600,1461,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"1646",61,10,"posted a week ago",11500,"Volkswagen Polo",2018,"manual A/C","Euro 6",5,95,"red",168723,1598,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1647",79,0,"posted 4 days ago",1399,"Peugeot 206",2001,"automatic A/C","Euro 4",4,109,"black",168790,1600,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"1648",504,6,"updated 2 weeks ago",3700,"Mazda 3",2006,"automatic A/C","Euro 4",5,105,"gray",168894,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1649",85,0,"posted 4 days ago",3500,"MG MGF",1996,"no A/C","Euro 2",2,120,"green",169000,1800,"back","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"1650",21,1,"posted today",1800,"Opel Combo",2003,"no A/C","Euro 4",5,75,"silver",169000,1698,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"1651",128,4,"posted 3 weeks ago",7200,"Volkswagen Passat B7",2011,"automatic A/C","Euro 5",5,140,"gray",169000,2000,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1652",3,0,"posted today",2250,"Renault Clio",2005,"manual A/C","Euro 4",5,98,"gray",169000,1390,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1653",25,0,"yesterday",3850,"Suzuki Swift",2007,"manual A/C","Euro 4",5,92,"red",169000,1328,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1654",1269,7,"updated 2 weeks ago",9000,"Renault Megane",2016,"manual A/C","Euro 6",5,90,"white",169000,1461,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1655",29,0,"posted 2 days ago",7300,"Audi A1",2011,"manual A/C","Euro 5",4,86,"gray",169000,1197,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1656",2230,4,"updated 2 days ago",1000,"Renault Clio",2008,"manual A/C","Euro 4",5,68,"gray",169000,1500,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1657",122,0,"posted a week ago",2100,"Nissan Micra",2009,"manual A/C","Euro 4",5,63,"gray",169000,1200,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1658",196,4,"posted 3 weeks ago",2000,"Volkswagen Polo",2007,"no A/C","Euro 4",5,54,"white",169000,1200,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1659",56,2,"posted 4 days ago",6500,"Volkswagen Golf 6",2010,"manual A/C","Euro 5",5,160,"gray",169000,1800,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"1660",96,0,"posted a week ago",7000,"Audi A4",2009,"manual A/C","Euro 4",5,160,"teget",169000,1798,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"1661",1786,12,"updated yesterday",1800,"Renault Grand Espace",2004,"automatic A/C","Euro 3",7,150,"red",169000,2198,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"1662",1310,18,"updated a week ago",13900,"Land Rover Range Rover Evoque",2015,"automatic A/C","Euro 5",5,150,"gray",169000,2148,"4x4","4/5 doors","diesel","suv","automatic"
"1663",267,6,"updated 6 days ago",5250,"Daihatsu Terios",2008,"manual A/C","Euro 3",5,105,"gray",169000,1500,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"1664",99,1,"posted 4 weeks ago",5800,"Ford Fiesta",2014,"automatic A/C","Euro 5",5,95,"black",169045,1598,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1665",44,0,"posted a week ago",5540,"Opel Astra J",2011,"automatic A/C","Euro 5",5,110,"white",169077,1686,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"1666",107,0,"posted 2 weeks ago",4500,"Peugeot 208",2014,"no A/C","Euro 3",5,82,"white",169472,1199,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1667",161,3,"posted 2 weeks ago",8500,"Jeep Compass",2011,"manual A/C","Euro 5",5,136,"white",169524,2143,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"1668",15,0,"yesterday",3900,"Fiat Grande Punto",2009,"manual A/C","Euro 5",2,77,"white",169545,1368,"front","2/3 doors","methane","pickup","manual, 5 speeds"
"1669",98,2,"posted 2 weeks ago",8399,"Hyundai i20",2017,"automatic A/C","Euro 6",5,90,"brown",169752,1400,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"1670",344,5,"posted 3 weeks ago",1450,"Peugeot 206",2008,"automatic A/C","Euro 4",4,109,"orange",170000,1587,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"1671",84,0,"posted 5 days ago",750,"Volkswagen Polo",1991,"no A/C","Euro 1",5,45,"teget",170000,NA,"front","2/3 doors","petrol","caravan","manual, 5 speeds"
"1672",171,0,"posted 3 weeks ago",5600,"Volkswagen Golf 6",2010,"automatic A/C","",5,140,"black",170000,2000,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1673",35,0,"posted 2 days ago",1900,"Ford Focus",2002,"manual A/C","Euro 3",5,131,"white",170000,1988,"front","4/5 doors","petrol","caravan","automatic"
"1674",423,3,"updated a week ago",4790,"Renault Megane",2011,"automatic A/C","Euro 5",5,131,"teget",170000,1870,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1675",82,0,"posted a week ago",8700,"Opel Astra K",2016,"automatic A/C","Euro 5",5,110,"silver",170000,1600,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"1676",136,1,"posted a week ago",3800,"Skoda Fabia",2011,"manual A/C","Euro 5",5,105,"gray",170000,NA,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"1677",146,0,"posted a week ago",2350,"Opel Astra H",2004,"manual A/C","Euro 4",5,102,"gray",170000,1700,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"1678",39,0,"posted 5 days ago",6150,"Renault Clio",2014,"manual A/C","Euro 5",5,90,"white",170000,1500,"front","4/5 doors","diesel","coupe","manual, 5 speeds"
"1679",153,5,"posted a week ago",3300,"Ford Fiesta",2010,"manual A/C","Euro 4",5,60,"white",170000,1250,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1680",91,1,"posted 2 weeks ago",9999,"Fiat 500",2014,"automatic A/C","Euro 5",4,137,"beige",170000,1398,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"1681",28,0,"posted a week ago",6100,"Renault Megane",2012,"automatic A/C","Euro 5",5,110,"black",170000,1461,"front","2/3 doors","diesel","coupe","manual, 6 speeds"
"1682",244,0,"posted 3 weeks ago",2200,"Opel Astra H",2006,"manual A/C","Euro 4",5,90,"gray",170000,1390,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1683",110,3,"posted a week ago",3250,"Peugeot 308",2010,"manual A/C","Euro 4",5,90,"black",170000,1560,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1684",232,4,"posted a week ago",950,"Fiat Punto",2001,"manual A/C","Euro 3",5,82,"blue",170000,1200,"front","2/3 doors","petrol + gas","hatchback","manual, 6 speeds"
"1685",47,2,"posted a week ago",2550,"Ford Fusion",2004,"manual A/C","Euro 4",5,80,"blue",170000,1398,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1686",166,2,"posted 2 weeks ago",2850,"Ford Ka",2012,"manual A/C","Euro 5",5,75,"black",170000,1250,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1687",7183,40,"updated 4 days ago",1150,"Seat Leon",2001,"manual A/C","Euro 3",5,75,"red",170000,1398,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1688",64,2,"posted 3 days ago",7299,"Skoda Fabia",2019,"manual A/C","Euro 6",5,75,"white",170000,NA,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"1689",65,1,"posted a week ago",3499,"Volkswagen Golf 5",2003,"automatic A/C","Euro 4",5,75,"gray",170000,1390,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1690",35,0,"yesterday",1500,"Peugeot 206",2001,"manual A/C","Euro 4",5,68,"gray",170000,1400,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"1691",2144,6,"updated 2 days ago",1400,"Renault Clio",2008,"manual A/C","Euro 4",5,68,"gray",170000,1500,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1692",255,3,"posted 3 weeks ago",3800,"Toyota iQ",2009,"manual A/C","Euro 4",4,68,"gray",170000,NA,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1693",132,2,"posted 3 weeks ago",3800,"Toyota iQ",2009,"manual A/C","Euro 4",4,68,"black",170000,1000,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"1694",280,8,"posted a week ago",1500,"Renault Clio",2005,"manual A/C","",5,65,"red",170000,1461,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"1695",408,4,"updated 3 weeks ago",3200,"Citroen C3",2009,"manual A/C","Euro 4",5,60,"gray",170000,1124,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"1696",406,16,"posted a week ago",900,"Opel Corsa C",2001,"no A/C","",4,58,"blue",170000,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
